Reviewer_score,Visit_date,Reviewer_name,Number_of_reviewers_reviews,Trip_type,Review_object_name,Review_year,Review_day_of_week,Country,Review_combined,Number_of_words_in_review,Reviewer_gender
5,1/9/2012,Joerollerblade,1 review,friends,   envoy hostel and tours  ,2012,Saturday,usa,an oasis in a foreign land  by joe apprehensions of trekking to this mysterious easternmost destination quickly evaporated when greeted by two smiling armenians speaking perfect english at a modern hotellike reception desk not the most spacious rooms was super clean and functional keys lockers outlets shelves hooks  wifi huge basement common area with kitchen  three computers separate wcs  showers were the norm but upperlevel privates had the edge on freshness location was superb hranush marianna  lusine you girls were a joy ill definitely return note indeed it is easy and quick to get visa at airport verify your countrys eligibility but make sure you have a full blank page in you passport for them to attach visa sticker i did not and had to sleep in airport until us consulate rescue me by issuing me a temporary passport thank you jay for promptly arriving at 9am advice get the online visa it takes two days and is fully electronic not having a physical piece of paper this will save you a page in your passport,176,unknown
5,1/9/2012,Nusss,1 review,solo,   envoy hostel and tours  ,2012,Sunday,armenia,perfect i spend two nights in yerevan in the envoy hostel the first thing you will notice when entering the door are the big smiles of the super helpful staff lucine ranosh and all the other staff are super friendly and will make you feel right at home the location of the hostel is great everything is perfectly clean the beds are comfortable and the breakfast simple but plenty it does not getter much better than that try to avoid basement rooms without windows since the air gets a little bad,91,unknown
3,1/9/2012,fabiofort,351   Reviews,solo,   envoy hostel and tours  ,2012,Sunday,norway,"envoy tours a 6 star  the hostel a bit more than mediocre first of all the positive
the tours i did the 3 e tours all three of them they were excellent with fantastic lunch included at family homes and both maria marine and arpine the guides were excellent this is one of the few times in my life i have had tours not including carpet factories souvenire factories and hidden commission places the hostel is centrally located which is fantastic but it definetly has room for improvement and after having stayed for a week at the wonderful envoy in tbilisi this was disappointing i got a private room with bathroom out of the hostel and it was a bit dingy i arrived at 12 30 and had to wait until 2 pm for the room to be ready i really do not understand this they knew i was coming for months and the check out is at 11 and frankly to place clean sheets takes a minute especially cause they dont do the bed in one week the room was never really cleaned they only emptied the trash bins and i had a piece of paper in the bathroom shower and it was not removed for days i had a bit of a problem with small roaches coming out of the drain i adressed the problem to reception one morning and expected it to be sprayed during the day when i came back at 8 pm i asked if the problemfirst of all the positivethe tours i did the 3 e tours all three of them they were excellent with fantastic lunch included at family homes and both maria marine and arpine the guides were excellent this is one of the few times in my life i have had tours not including carpet factories souvenire factories and hidden commission places the hostel is centrally located which is fantastic but it definetly has room for improvement and after having stayed for a week at the wonderful envoy in tbilisi this was disappointing i got a private room with bathroom out of the hostel and it was a bit dingy i arrived at 12 30 and had to wait until 2 pm for the room to be ready i really do not understand this they knew i was coming for months and the check out is at 11 and frankly to place clean sheets takes a minute especially cause they dont do the bed in one week the room was never really cleaned they only emptied the trash bins and i had a piece of paper in the bathroom shower and it was not removed for days i had a bit of a problem with small roaches coming out of the drain i adressed the problem to reception one morning and expected it to be sprayed during the day when i came back at 8 pm i asked if the problem was solved and i was told that the cleaning lady didnt see anything she was probably there for 30 seconds so i had to wait for the next day to get it sprayed i got upset and then somebody actually fixed the problem the wifi does not work in the private room breakfast time is supposted to be at 8 in the morning but 3 days out of 7 it was not served until 8 30 cause the lady was late 3 days out of 7 the night receptionist was asleep downstairs in the common area until almost 8 in the morning no envoy hostel pull yourself together especially about the cleaning of the room after all i payed a full price",612,unknown
5,1/8/2012,adriano_noli,7   Reviews,solo,   envoy hostel and tours  ,2012,Thursday,italy,yerevan best accomodation helpful and staff clean dorms and comfortable common areas this hostel is cheap safe and perfectly located in the center of the city you can feel at home and perfectly safe in its colorful areas and also you can meet a lot of interesting people from all over the world and explore yerevan vibrant life easily tired you have internet sofas and a kitchen downstairs so if you want to relax you dont even have to look further for it i had three nights and it was really great,92,unknown
5,1/8/2012,Fred L,16   Reviews,friends,   envoy hostel and tours  ,2012,Monday,thailand,my favorite hostel in armenia friendly helpful staff relaxed atmosphere comfortable beds quiet rooms clean showers  whats not to like i stayed there on maybe 20 occasions in 20102012 and never had a bad experience well once some guy snored really loudly,42,male
5,1/8/2012,Farshad M,44   Reviews,solo,   envoy hostel and tours  ,2012,Friday,iran,so clean great location  friendly staff i went to yerevan by envoy hostel tours from tbilisi at first tour started on time at freedom square and an armenian  girl as tour guid that i cannot remember her name although i asked several time was very kind and visited some churches on the way to yerevan and delicious barbicue khorovats for lunch totally great during my stay at envoy hostel yerevan there were friendly  kindly staff to help you those days was lusine helped me a lot patiently rooms with air condition services breakfast  baths  are very clean moreover you are very near to the heart of yerevan and very close to the freedom square  republic square just by walking,119,male
3,1/8/2012,nicjames,41   Reviews,couple,   envoy hostel and tours  ,2012,Tuesday,uae,okay for a night or two not a bad hostel just not as great as other people have mentioned on here we arrived around 11am and the common area downstairs was dirty and untidy from breakfast there were flies and crap lying around we couldnt checkin so left our baggage in the left baggage room we booked a 4 bed dorm but tried to get a private double but they had none available we wanted to buy all four beds in the room which we not booked at that time but they wouldnt let us the room was downstairs next to the kitchen no windows and quite nosiy you can hear everything from the hallway and kitchen but room was clean had big luggage lockers bed and pillow were very comfortable bathroom on this level was very clean and the shower was hot with lots of pressure the next night we moved to a twin private this was on the top floor facing the road with a window and balcony very clean and spacious enough beds and pillows were not as nice very hard but we got a towel however the bathroom on this level was not so nice the shower was not as clean and it didnt drain properly so you stood in water the wifi was touch and go and only worked in some areas staff were lovely very friendly and helpful could not fault them the tours were also great and enjoyable thenot a bad hostel just not as great as other people have mentioned on here we arrived around 11am and the common area downstairs was dirty and untidy from breakfast there were flies and crap lying around we couldnt checkin so left our baggage in the left baggage room we booked a 4 bed dorm but tried to get a private double but they had none available we wanted to buy all four beds in the room which we not booked at that time but they wouldnt let us the room was downstairs next to the kitchen no windows and quite nosiy you can hear everything from the hallway and kitchen but room was clean had big luggage lockers bed and pillow were very comfortable bathroom on this level was very clean and the shower was hot with lots of pressure the next night we moved to a twin private this was on the top floor facing the road with a window and balcony very clean and spacious enough beds and pillows were not as nice very hard but we got a towel however the bathroom on this level was not so nice the shower was not as clean and it didnt drain properly so you stood in water the wifi was touch and go and only worked in some areas staff were lovely very friendly and helpful could not fault them the tours were also great and enjoyable the day tour was in a nice airconditioned van with plenty of leg room and the guide very knowledgeablebreakfast was just bread butter cheese a peach and tea or coffee,514,unknown
5,1/6/2012,124567,50   Reviews,solo,   envoy hostel and tours  ,2012,Friday,usa,clean superb staff great tours this hostel was the best hostel that i stayed in in armenia the rooms were spacious and clean excellent common room facilities but most of all was the staff they are extremely fun and helpful they offer a free day tour  i even did theyre tour to tbilisi which was an excellent value if youre going to yerevan  i highly recommend this hostel,68,male
5,1/6/2012,Ben S,9   Reviews,solo,   envoy hostel and tours  ,2012,Wednesday,switzerland,7 nights no worries in travelling i want to explore the country the city the place im in and at the same time i dont want to worry about my hostel therefore i chose a place to stay where i find rest after a long day and plenty of experiences where i find other travellers to share adventures and impressions and where every question i do have gets an answer the envoy was for that reason one of the best places i ever stayed while travelling they offer everything you wish and serve it in a charming and very friendly stylei also booked a tour with envoy the embracing armeniatour it was excellent a guide who not only shows you beautiful places and talk about their history but who is also able to answer all your questions about armenian society and the life in the country i was so amazed by that tour that i booked enlightened armenia too this tour i liked even better after one week at envoy i had made every tour they offer and left with the knowledge not to find a place like this very soon again,192,male
5,1/5/2012,campasianspice,93   Reviews,friends,   envoy hostel and tours  ,2012,Saturday,kazakhstan,first hostel experience  fantastic ive never stayed at a hostel before and envoy was my first time the staff was helpful and friendly the three of us had a 4person room to ourselves because it wasnt a busy weekend a breakfast of bread jam cheese butter and boiled egg or hot dog is included my favorite part was the location it was very close to everywhere we wanted to go in downtown we stayed there for three nights and not once did we need to take a cab or bus,90,unknown
5,1/6/2012,lamusi,190   Reviews,solo,   envoy hostel and tours  ,2012,Thursday,czech republic,a real gem envoy is very popular with travelers and backpackers and after staying there for one night i could clearly see why i have rarely seen such a nice welcoming place incredibly clean and with many nice touches that are unknown not only in most hostels but also in many hotels it is not maybe the cheapest option in town but is totally worth the price the rooms are spotless and they provide blamkets and towels there is a filling breakfast included tea and coffee are available for free all day and so is the internet with three computers and wifi the reception is open 24h and can provide any type of help and support the location is perfect very central but very quiet at the same time and yerevan itself was a joy very tidy beautiful and friendly envoy organises tours as well i tried one and was very good perfectly organised in a nice and friendly atmosphere and with an excellent guide,165,female
5,1/5/2012,R S,3   Reviews,friends,   envoy hostel and tours  ,2012,Monday,turkey,the best hostel i have ever been to this is the best hostel i have ever been to it is also the cleanest hostel i have ever seen and staffed by the nicest people i have ever met i travel a lot and i stay at a lot of hostels this is the one place that lives up to its reputation completely it is very easy to find very safe full of nice and interesting people and they are very helpful they organized a cheap definitely worth it brandy tour for us had free maps and lots of information and were in a very central location it is also so clean it was like a hotel but with really awesome backpackers everywhere i will recommend this place to every single person i know thank you envoy,136,male
5,1/4/2012,serendipitysydney,62   Reviews,solo,   envoy hostel and tours  ,2012,Monday,australia,clean friendly safe and great location im often sceptical of web pictures and online reviews that are always positive  with envoy hostel you can be assured it is the real thing  clean safe friendly great staff great location good atmospherebasically its every thing you are looking for in a place to stayand before i forget the mattresses are clean and comfortable too i hate hostels that have cheap nasty ones  from all the hostels i have stayed at in yereven over my 4 trips here this is the one that i know keep coming back to,96,unknown
5,1/3/2012,CHANSO,1 review,solo,   envoy hostel and tours  ,2012,Thursday,china,the best tour i stayed in envoy hostel for 4 nights and joined 3 different tours marina not sure am i spell it right  is the great tour guide i have ever met and i strongly recommend all u guys who travel to armenia should join their tours the hostel is good rooms are clean good wifi connection staff are nice good location breakfast provided hot shower 24 hrs nothing can complain,72,male
5,1/9/2011,Joe D,4   Reviews,solo,   envoy hostel and tours  ,2012,Friday,thailand,contender for best hostel in the world i stayed at envoy for around 3 weeks and have never felt more at home  the downstairs lounge area is a fantastic place to meet people over the free breakfast which is quite filling and yummy or just generally hang around inthe beds are good quality spaced well you have your own light for reading and the showers and bathrooms were superclean all the time and well designed so you felt comfortable when using themthe location is excellent with the superb calumet barclub literally just around the corner and all other daynight activities in yerevan all within walking distancethe best thing abou envoy is the staff though  i cant convey how great a team they are  they all actually care about armenia and yerevan and lead the tours themselves  theyre very knowledgable in all areas and always willing to assist and beyond the call of duty seriouslythanks to everybody there for all the good times hopefully see you again some time ,168,male
5,1/9/2011,marcinwojazer,39   Reviews,solo,   envoy hostel and tours  ,2012,Tuesday,germany,the best one well i stayed in a basic dormitory but it was ok lockers available common area nice breakfast basic but ok the best things were location in the center great staff in the reception really really really well organized affordable and nice tours around armeniai do recomment it for your stay in yerevan  armenia as it is difficult to find something nicer in such price,67,unknown
5,1/7/2011,Rian63,73   Reviews,friends,   envoy hostel and tours  ,2012,Friday,usa,awesome hostel i lived in armenia for 2 years and stayed at envoy many times during that time i always felt right at home its a great place to meet cool people as well i loved the staff the location the beds and the showers are second to none you will not be disappointed,54,male
5,1/11/2011,worldvargo,1 review,solo,   envoy hostel and tours  ,2012,Wednesday,australia,"envoy hostel in yerevan armenia comes recommended in the caucas countries envoy hostel is a hostel that has got it right 

it has a particularly convenient central location it is kept meticulously clean there are free tea and coffee making facilities and an excellent kitchen should you wish to cook something for yourself the showers are clean and the hot water is hot in the rooms each bed has an individual reading light a small shelf and a cupboard where you can store and lock your belongings and backpack there is also a comfortable lounge quite clearly a lot of thought has been put into the design and running of this hostel it has been modelled to the highest standards that one would commonly find in hostels throughout europe australia new zealand there is free wifi access and a couple of terminals on which you can access the internet for free if you don´t have your own computer i was in yerevan in november 2011 and there were intermittent snowfalls this hostel did not skimp on the heating and the environment inside was always very comfortable and inviting some rooms do not have a window personally this was not an issue 

what particularly sets this hostel apart from other hostels and guesthouses in the caucas region is the knowledgable staff you can actually ask staff about things such as places to visit where to find things how to get to places both within yerevan and in thein the caucas countries envoy hostel is a hostel that has got it right it has a particularly convenient central location it is kept meticulously clean there are free tea and coffee making facilities and an excellent kitchen should you wish to cook something for yourself the showers are clean and the hot water is hot in the rooms each bed has an individual reading light a small shelf and a cupboard where you can store and lock your belongings and backpack there is also a comfortable lounge quite clearly a lot of thought has been put into the design and running of this hostel it has been modelled to the highest standards that one would commonly find in hostels throughout europe australia new zealand there is free wifi access and a couple of terminals on which you can access the internet for free if you don´t have your own computer i was in yerevan in november 2011 and there were intermittent snowfalls this hostel did not skimp on the heating and the environment inside was always very comfortable and inviting some rooms do not have a window personally this was not an issue what particularly sets this hostel apart from other hostels and guesthouses in the caucas region is the knowledgable staff you can actually ask staff about things such as places to visit where to find things how to get to places both within yerevan and in the rest of the country and the staff actually know answers and will willingly assist if they don´t happen to know they will try their best to find out for you this is a concept that is not yet understood in the caucas countries i have been to too many other hostels  guesthouses in the caucas region where the faciities were comfortable but the staff  hosts knew absolutely nothing the government in its wisdom has closed the tourist office in yerevan so this level of service at the envoy hostel is even more valuable there are many things to see around yerevan and envoy also run tours if you wish to take part or are short on time note that there is no hard sell you are absolutely welcome to stay at the hostel and not go on tours  staff will still be helpful and assist you with information to visit places independently all reception staff and tour guides speak excellent english and russian in summary envoy hostel is an excellent establishment and comes highly recommended congratulations to all the staff at the hostel and please keep up the good work",676,unknown
5,1/9/2011,gdannone,1 review,solo,   envoy hostel and tours  ,2011,Monday,unknown,envoy hostel‏  armnia after many trips around the world india nepal laos morocco georgia jordan  as a backpacker i got to this special envoy hostelthis hostel is located in the center of yerevan next to everything you need as a traveler pubs restaurants super 24  7  brought  me 6 nights 5 more than the what i planed of fun and a perfect base to other places in armeniathe team speaks fluent english willing to help at the smallest level bus lines help thrugh a full vacation planning if necessarythe type of the hostel sharedrooms  living room  kitchen introduced me to people from all over the world typical evening meeting 1  israeli me 3  poles 1  irani 2  french 1  us sits togetherthe free internetthe tv the reading area the  needless to addthe place is well run conducted by a ambition australian guy  who collected all the qualities of a good hostel for the independent traveler and applied them to this perfect place called envoythough i travel on a budget and i found less expensive places i have no regrets for chosing this place and marking it as one mfninotih acsniiih of armeniawish you all enjoy and feel what i felt dan,201,unknown
5,1/12/2011,centraltraveller,97   Reviews,solo,   envoy hostel and tours  ,2011,Saturday,sweden,possibly the best budget accommodation in the area i have to agree with the other reviews here the envoy hostel is possible the best budget accommodation in the area    the hostel has a great location just one block from one of the main shopping streets and near two supermarkets    the hostel is warm bright and very clean rooms were spacious although basic but did have lockers  it has a good kitchen for guests and also a nice lounge area as well free computers for guests to use as well  the hostel feels more like a budget hotel than hostel very smart and well run  the staff were always friendly and helpful and security was good too   highly recommended by me so if you are looking for a bright clean and warm hostel with high standards then this one has to be on the short list,145,unknown
5,1/10/2011,Rozmary,24   Reviews,couple,   envoy hostel and tours  ,2011,Wednesday,australia,friendly central and helpful my husband and i as an older couple thoroughly enjoyed our stay good range of fellow travellers to share experiences withairport pick up was dearer than other options but at 120 am we wanted a reliable service which is what it waswe stayed in the separate double bed room clean and private breakfast was good now served with an egg or sausagethe tour we took was interesting and informative lunch with a local family was greatand they even arranged transport for our next part of the tripcheers from the australian couple,95,female
4,1/11/2011,SriniRags,62   Reviews,couple,   envoy hostel and tours  ,2011,Tuesday,india,"excellent value for money my wife and i recently returned from a wonderful trip to armenia after savoring its historical sights this trip was very enjoyable thanks to our stay at the envoy hostel and tours they have helpful and friendly staff who speak good english

as with a trip to any new and uncommon travel destination for indians we were initially clueless about which hotels and tour agents to pick our task was made simpler by tripadvisor as envoy hostel had a very good rating and we became confident when we saw the comments from fellow travellers we also visited the lonelyplanet thorntree forum and we saw many postings from envoy hostel to the questions we were impressed with the unbiased professional and marketingfree nature of replies

highlights of our stay 
1 excellent pretrip communication we were in touch with them through email and they were prompt and helpful in reply
2 we chose their airport pickup service at yerevan while this is not cheap 7500 amd for firsttime visitors to a country this is worth the money instead of being ripped off by taxis
3 we chose a private room with ensuite bathroom due to some repair work being done on the room we were given a 4bed dorm as a private room for 2 days with shared bathrooms the dorm rooms shared bathrooms are spotlessly clean and spacious too
4 the common area and kitchen made you feel at homemy wife and i recently returned from a wonderful trip to armenia after savoring its historical sights this trip was very enjoyable thanks to our stay at the envoy hostel and tours they have helpful and friendly staff who speak good englishas with a trip to any new and uncommon travel destination for indians we were initially clueless about which hotels and tour agents to pick our task was made simpler by tripadvisor as envoy hostel had a very good rating and we became confident when we saw the comments from fellow travellers we also visited the lonelyplanet thorntree forum and we saw many postings from envoy hostel to the questions we were impressed with the unbiased professional and marketingfree nature of replieshighlights of our stay 1 excellent pretrip communication we were in touch with them through email and they were prompt and helpful in reply2 we chose their airport pickup service at yerevan while this is not cheap 7500 amd for firsttime visitors to a country this is worth the money instead of being ripped off by taxis3 we chose a private room with ensuite bathroom due to some repair work being done on the room we were given a 4bed dorm as a private room for 2 days with shared bathrooms the dorm rooms shared bathrooms are spotlessly clean and spacious too4 the common area and kitchen made you feel at home  magazines tvs computers free to use board games plush sofascarpets etc again spotlessly clean this was a cosy area to grab the free teacoffee or to browse the net and catch up with emails5 tours  good value for money especially due to the knowledgeable guides we had the same guide arpine thoughout the trip and the absolutely wonderful lunch with an armenian family we were strict vegetarians but the hostel had made special efforts to serve us vegetarian food the food was delicious6 location  cant ask for a better location situated right in downtown within a walking distance to important landmarks and shopping areas  matanadaran cascade northern avenue republic square abovyan stoverall a great experience and excellent value for moneythe only area where they could improve is the variety in their breakfast although the free breakfast was sumptuous and they tried serving the occasional sour cream eating just bread and buttercheesejelly can get boring for vegetarians like us especially as the restaurants outside dont open until 1011 am the hotel can consider adding some variety  tan salads fruits juices etc",656,unknown
5,1/9/2011,skip n,67   Reviews,solo,   envoy hostel and tours  ,2011,Monday,canada,"they treat you like familyexcellent tours and staff in september i  used their hostel  accommodations and participated  in  four of their tours i highly recommend  their excellent  inexpensive  meet and greet  airport service i wasmet  at the yerevan airport in the wee hours of the morning 
after having  arrived on a delayed flight  from heathrow with bmi  the driver was  waiting for me he was a most wonderful man who although had limited english capabilities made sure that i was comfortable before setting off for the hostel 
i am in my 60s and this was my first time using hostel services since my youth travelling days  
the single  room that i reserved online  was spotlessly cleanthe bed was extremely comfortable the room  was everything that i expected that it would be  plus more  
i had a great nights sleep as everything was extremely quiet since the hostel is located on a very quiet safe  street 
in the morning the bubbly  staff helped me get money from a nearby atm machine located at a local  super market which is a 3 minute walk  from the hostel  i forget the young ladys name but she could not do enough to make sure that i was ok she helped me with every question and concern  that i had 
i was treated royally by all  their  breakfast staff who served me  a very satisfying  meal their free email service is locate in the breakfast areain september i  used their hostel  accommodations and participated  in  four of their tours i highly recommend  their excellent  inexpensive  meet and greet  airport service i wasmet  at the yerevan airport in the wee hours of the morning after having  arrived on a delayed flight  from heathrow with bmi  the driver was  waiting for me he was a most wonderful man who although had limited english capabilities made sure that i was comfortable before setting off for the hostel i am in my 60s and this was my first time using hostel services since my youth travelling days  the single  room that i reserved online  was spotlessly cleanthe bed was extremely comfortable the room  was everything that i expected that it would be  plus more  i had a great nights sleep as everything was extremely quiet since the hostel is located on a very quiet safe  street in the morning the bubbly  staff helped me get money from a nearby atm machine located at a local  super market which is a 3 minute walk  from the hostel  i forget the young ladys name but she could not do enough to make sure that i was ok she helped me with every question and concern  that i had i was treated royally by all  their  breakfast staff who served me  a very satisfying  meal their free email service is locate in the breakfast area all  four of the    tours that i  selected  from their website before arriving   were totally   excellent all the guides spoke perfect english they were extremely well  informed and i could not stump them with any of my non stop questions the tour groups were small and therefore we were all  given excellent individual  attention it was in fact  like getting a private tourif someone saw something that they wanted a picture of something while en route  a stop was made if it was safe to do so   the vehicles were new  the drivers were all excellent and highly professional in regards to passenger and vehicle  safety i give them a 10 out of 10 rating i am a worldly traveller and a picky one  at that i must say that i was totally surprised at the services that were offered at envoy  i had many many email communications with gevorg george before coming to yerevan he answered every one of my emails with extreme detail he made sure that i was satisfied with all his suggestions  he gave me information that  went beyond his job description  i even had him  as a guide for  two of  my  day  tours  plus do not miss out his  free am and pm tours of yerevan this young man is a walking encyclopedia of armenia  he is an extremely dedicated professional  who wants everyone to be happy and leave armenia  with nothing but  pleasant experienceshe and  i instantly became  good friends he goes beyond the call of duty when it comes to making sure that you are being well  looked after arpine yesayan is also an excellent guide who  made my armenian experience an unforgetable one  she has a wealth of valuable  information about armenian culture i cannot praise  her enough  for her job well done her charming and gracious  personality makes her an instant winner when it comes to professional guiding she is a godsend  for this company i have  even received followup material from her after my tours with her i have never had that happen before this gesture shows how seriously these young people take their job envoy hostel and tours  has scored perfect marks from me they are what other hostels and tour agencies should take  model from i miss you guys ",855,male
5,1/8/2011,dubhglas,100   Reviews,couple,   envoy hostel and tours  ,2011,Wednesday,usa,just cant say enough my wife  i took one of envoys day tours mt aragats sites  hiking and loved it it was a small group and the guides were amazingnot because they were just so knowledgeable which they were but because they were so focused on the folks on the tourwe even saved a lost hiker on aragats they just handled everything perfectlyand  oh my goodness  the food was fantastic however it was after the trip when i was really sold with no other interaction the staff at envoy helped us arrange a lift to goris the very next morning and one of the folks evenwell they went way above  beyond helping us get this wonderful handcrafted musical instrument weeks after our trip seriously i just cannot say enough good about the folks at envoy,135,unknown
5,1/5/2011,kath064,1 review,friends,   envoy hostel and tours  ,2011,Tuesday,armenia,excellent hostel with friendly and helpful staff i have stayed at the hostel at least once a month over the past year and always find it  clean safe and in a very convenient location  it is in a neighborhood  surrounded by restaurants and cafes museums shops the opera house and a short walking distance to the main square  the staff is extremely pleasant and always willing to help with any questions you might have   i would not hesitate to recommend the envoy to all my family and friends,88,female
5,1/3/2011,Jim42343,1 review,solo,   envoy hostel and tours  ,2011,Tuesday,usa,friendly accommodating and helpful i met a very friendly staff the moment i walked into the envoy hostel as my stay progressed they made me feel part of the family whenever i asked for directions or other information they were always helpful and accurate returning to the hostel after some weeks of traveling the staff remembered me welcomed me back and asked about my travels my adventure into armenia was great fun and delight and the envoy was a big part of itbesides the envoy is super clean the bathrooms are modern and carefully kept,95,male
4,1/3/2011,Roozbe,4   Reviews,couple,   envoy hostel and tours  ,2011,Thursday,iran,cill out its great value for money its clean and staff  are so friendly the breakfast was simple and always the same thing the rooms had enough space it was in a great locattion and every things came in handythe price was low you can find a lot of friends therethere is a japanese spa near there,57,male
5,1/2/2011,stu_biggs5,5   Reviews,solo,   envoy hostel and tours  ,2011,Friday,armenia,by far the most serviced clean best value hostel ive stayed at in 8 months of travel the minute i walked in from the cold through the door i was charmed  the staff were open and friendly bending over backwards to help me out  i was led to an immmaculately clean dorm room the bed was comfortable and the room warm  the shower was as clean as the rest of the place with lots of pressure and no problems with warm water  toilets are also sparklingthe common room is very comfortable large and well equipped tv games comfy seats free internet wifi and computers and a large clean wellappointed kitchen  ive been helped exceptionally by the staffoh and breakfast includedcentrally located and some really good pubs and bars close byhonestly i usually dont go the trouble of writing reviews but i felt this place deserved this kind of writeup  the only place to stay in yerevan i reckon budget traveller or otherwise,162,unknown
5,1/2/2011,boris_agafontsev,26   Reviews,solo,   envoy hostel and tours  ,2011,Tuesday,russia,excellent hostel in yerevan envoy is one of the best hostels ive ever been it has 4 8beded dorms kitchen and a restroom downstairs also ot has private rooms if youd not like to stay in a dorm and they are quite useful for those who want have a private rooms but not to pay a lot as hotels in yerevan are expensivethey offer bread cheese butter and jam for a breakfast with tea or coffee you also can have a tea or coffee all day long wifi is available both in rooms and restroom downstairsstaff is very friendly and speak english russian and armenian as well,107,unknown
5,1/11/2010,lmparr,5   Reviews,friends,   envoy hostel and tours  ,2010,Tuesday,usa,clean bright warm stay envoy hostel is a great place to stay in yerevan the staff is very friendly and helpful the rooms are very clean simple and nice my only slight complaint is there are no windows so theyre a little cavelike the bathrooms are very clean and theres a hairdryer for use at the front desk the location is great  downtown central to pretty much everything well done,70,unknown
5,1/10/2010,Cyberpt,2   Reviews,solo,   envoy hostel and tours  ,2010,Wednesday,australia,"fantastic hostel friendly staff great tours  lunch in the village  just like been at home this is my first ever hostel stays and you might ask how would i know how good this hostel is  i compare to a standard hotel where it is applicable 

 share a bed with 4 other people it was great fun the room are spacious and the bed is comfy even compare a hotel bed

  toiletbathroom is always clean and shower is good and strong a good massage  

  first thing i worried about was security what do i with my valuables and where should i store them the room and hostel is designed with that in mind and i feel secure

 staff were very friendly knowledgeablegreat personality lovely smile   it had certainly made feel welcome they go out of the way to ensure you have a pleasant stay they are 

 the common room is a great place to hang out with faster internet and wireless so i can hook up my iphone i meet so many travellers in the common room and had fantastic time sharing stories etc i remember one night we stood in front of the map of the world in the common room and chatted for 3 hours nonstop great memories 
 
 location location location apparently the centre of yerevan is envoy hostel look up google maps if you dont believe it supermarket across the road short walk to opera

 walking tour is a must the tour guidethis is my first ever hostel stays and you might ask how would i know how good this hostel is  i compare to a standard hotel where it is applicable  share a bed with 4 other people it was great fun the room are spacious and the bed is comfy even compare a hotel bed  toiletbathroom is always clean and shower is good and strong a good massage    first thing i worried about was security what do i with my valuables and where should i store them the room and hostel is designed with that in mind and i feel secure staff were very friendly knowledgeablegreat personality lovely smile   it had certainly made feel welcome they go out of the way to ensure you have a pleasant stay they are  the common room is a great place to hang out with faster internet and wireless so i can hook up my iphone i meet so many travellers in the common room and had fantastic time sharing stories etc i remember one night we stood in front of the map of the world in the common room and chatted for 3 hours nonstop great memories   location location location apparently the centre of yerevan is envoy hostel look up google maps if you dont believe it supermarket across the road short walk to opera walking tour is a must the tour guide gevorg knows so much about local history and will give you a very good overview of the city and its history fascinating i have also attended essential  enlighten day tour which took me to different parts of armenia and understand how the people in village live by enjoying home cooked meal  complimentary breakfast was greatlastly i must say that armenia is a beautiful country full of surprises the scenery outside yerevan is much more beautiful and depends on the direction you go north south east and west it was very relaxing and inspiringalso if you are a food lover you will love the food in armenia fresh produces the bbq porks and tomato are just so fresh and juicy envoy hostel has good discount for guests stayingerrrr i have to stop now as i am drooling",610,unknown
5,1/6/2010,NeverTeaseAWeasel,4   Reviews,couple,   envoy hostel and tours  ,2010,Friday,usa,great hostel my girlfriend and i stayed here for a week in june of 2010 and we loved it  we did two of the tours which took us out to see several old monasteries and half of the country’s scenic hot spots  what a gorgeous countryside   we met a lot of great people on the tours and then ended up making dinner with them and hanging out in the common room of the hostel  the staff was fantastic  they were extremely friendly and always ready to help us out with anything  one day the manager even took a group of us out for a free walking tour of the city  halfway through we were approached by the minister of tourism on the street who wanted to welcome us to armenia  how cool is that  our room was really comfortable  it was tucked away behind the kitchen so we didn’t hear anyone out in the common room and the air conditioning was a huge plus with the june heat  a great hostel and i would definitely recommend this place to my friends,181,unknown
4,1/10/2010,adnan1972,2   Reviews,solo,   envoy hostel and tours  ,2010,Friday,brazil,great location  and nicest staff i stayed for 4 nights in the 4bedded dorm with no window in the basement it was terrible and extremely difficult to sleep since no proper ventilation so do avoid or ask for a one with window also the bathrooms in the basement dont have good ventilation however i have never come across such nice professional and helpful staff as here at envoy hostel the breakfast is basic teacoffee jambuttercheese bread but the lady who organizes is so sweet and wonderfulthe location is fantastic and the management makes you feel very welcome and relax i would defintely return to this hostel if not for the dungy basement dorm but for staff and the people who welcome here the price is the same as any youth hostel in the westeurope,134,male
5,1/10/2010,Davidtoze,9   Reviews,business,   envoy hostel and tours  ,2010,Tuesday,uk,excellent value and invaluable staff incredibly friendly and helpful staff they even complimented me on my dreadful armenian and helped me practise its great value particularly for a central location and was a great base from which to explore yerevan they also run tours to further reaches the staff helped organise airport transfers and wakeup calls for me gave me advice on what to see and even invited me to join in a meal for their colleagues and the hostel owner ill defintely stay again if i revisit beautiful armenia,90,unknown
5,1/10/2010,itisanna,1 review,business,   envoy hostel and tours  ,2010,Sunday,georgia,oasis of friendlyness and feeling just home i come here several times a year when i have to be in yerevan for my work and always just love it the staff is super nice and uncomplicated and the facilities are western standard and clean which is just a relief after dusty villages as i travel alone its great to meet other western travelers and speak english for a change the atmosphere is like you get in contact easily there is a kitchen always tee and coffee,86,unknown
